,fname,labels,mids
8725,234287,['Tick-tock'],/m/07qjznl
8726,268147,['Tick-tock'],/m/07qjznl
8727,408464,['Tick-tock'],/m/07qjznl
8728,321084,['Tick-tock'],/m/07qjznl
8729,408487,['Tick-tock'],/m/07qjznl
8730,366996,['Tick-tock'],/m/07qjznl
8731,210571,['Tick-tock'],/m/07qjznl
8732,384087,['Tick-tock'],/m/07qjznl
8733,326691,['Tick-tock'],/m/07qjznl
8734,275132,['Tick-tock'],/m/07qjznl
8735,412559,['Tick-tock'],/m/07qjznl
8736,407597,['Tick-tock'],/m/07qjznl
8737,38117,"['Tick-tock', 'Cupboard_open_or_close']","/m/07qjznl,/m/0642b4"
8738,101471,['Tick-tock'],/m/07qjznl
8739,329786,['Tick-tock'],/m/07qjznl
8740,398275,['Tick-tock'],/m/07qjznl
8741,1471,['Church_bell'],/m/03w41f
8742,76405,['Church_bell'],/m/03w41f
8743,198843,['Church_bell'],/m/03w41f
8744,341866,['Church_bell'],/m/03w41f
8745,174725,['Church_bell'],/m/03w41f
8746,193798,"['Church_bell', 'Cricket']","/m/03w41f,/m/09xqv"
8747,388470,['Church_bell'],/m/03w41f
8748,408816,['Church_bell'],/m/03w41f
8749,321628,['Church_bell'],/m/03w41f
8750,262282,['Church_bell'],/m/03w41f
8751,381931,['Church_bell'],/m/03w41f
8752,127858,['Church_bell'],/m/03w41f
8753,40847,['Church_bell'],/m/03w41f
8754,108435,['Church_bell'],/m/03w41f
8755,41337,['Church_bell'],/m/03w41f
8756,428395,['Church_bell'],/m/03w41f
8757,105275,"['Church_bell', 'Traffic_noise_and_roadway_noise']","/m/03w41f,/m/0btp2"
8758,259278,['Church_bell'],/m/03w41f
8759,378799,['Church_bell'],/m/03w41f
8760,121011,['Church_bell'],/m/03w41f
8761,369036,['Church_bell'],/m/03w41f
8762,336830,['Church_bell'],/m/03w41f
8763,24582,['Church_bell'],/m/03w41f
8764,121300,['Church_bell'],/m/03w41f
8765,329839,"['Slam', 'Drawer_open_or_close']","/m/07rjzl8,/m/0fqfqc"
8766,330395,['Slam'],/m/07rjzl8
8767,256577,['Slam'],/m/07rjzl8
8768,53272,['Slam'],/m/07rjzl8
8769,131597,"['Slam', 'Microwave_oven']","/m/07rjzl8,/m/0fx9l"
8770,412487,['Slam'],/m/07rjzl8
8771,108671,['Slam'],/m/07rjzl8
8772,393183,['Slam'],/m/07rjzl8
8773,271660,['Slam'],/m/07rjzl8
8774,232988,['Slam'],/m/07rjzl8
8775,98946,['Slam'],/m/07rjzl8
8776,195580,['Slam'],/m/07rjzl8
8777,266526,['Slam'],/m/07rjzl8
8778,406594,['Slam'],/m/07rjzl8
8779,195579,['Slam'],/m/07rjzl8
8780,154440,"['Slam', 'Microwave_oven']","/m/07rjzl8,/m/0fx9l"
8781,201263,['Slam'],/m/07rjzl8
8782,114509,['Slam'],/m/07rjzl8
8783,433587,"['Slam', 'Cupboard_open_or_close']","/m/07rjzl8,/m/0642b4"
8784,352439,['Slam'],/m/07rjzl8
8785,235615,"['Slam', 'Cupboard_open_or_close']","/m/07rjzl8,/m/0642b4"
8786,209656,['Slam'],/m/07rjzl8
8787,195576,['Slam'],/m/07rjzl8
8788,232895,['Slam'],/m/07rjzl8
8789,212956,['Slam'],/m/07rjzl8
8790,53269,['Slam'],/m/07rjzl8
8791,432773,['Slam'],/m/07rjzl8
8792,406853,['Slam'],/m/07rjzl8
8793,330799,['Slam'],/m/07rjzl8
8794,31548,['Slam'],/m/07rjzl8
8795,209533,['Slam'],/m/07rjzl8
8796,257373,"['Wind_noise_(microphone)', 'Slam']","/t/dd00092,/m/07rjzl8"
8797,209519,['Slam'],/m/07rjzl8
8798,386735,['Slam'],/m/07rjzl8
8799,352381,['Slam'],/m/07rjzl8
8800,114510,['Slam'],/m/07rjzl8
8801,352380,['Slam'],/m/07rjzl8
8802,117614,['Slam'],/m/07rjzl8
8803,151983,['Slam'],/m/07rjzl8
8804,322862,"['Slam', 'Cupboard_open_or_close']","/m/07rjzl8,/m/0642b4"
8805,178885,['Slam'],/m/07rjzl8
8806,114512,['Slam'],/m/07rjzl8
8807,117415,['Slam'],/m/07rjzl8
8808,369619,['Slam'],/m/07rjzl8
8809,232896,['Slam'],/m/07rjzl8
8810,361823,['Slam'],/m/07rjzl8
8811,119074,['Slam'],/m/07rjzl8
8812,128996,['Slam'],/m/07rjzl8
8813,110104,['Slam'],/m/07rjzl8
8814,114516,['Slam'],/m/07rjzl8
8815,118231,['Slam'],/m/07rjzl8
8816,53271,['Slam'],/m/07rjzl8
8817,209517,['Slam'],/m/07rjzl8
8818,96840,['Slam'],/m/07rjzl8
8819,233223,"['Slam', 'Cupboard_open_or_close']","/m/07rjzl8,/m/0642b4"
8820,429994,['Cupboard_open_or_close'],/m/0642b4
8821,85297,['Cupboard_open_or_close'],/m/0642b4
8822,383836,['Cupboard_open_or_close'],/m/0642b4
8823,993,['Cupboard_open_or_close'],/m/0642b4
8824,209481,['Cupboard_open_or_close'],/m/0642b4
8825,205095,['Cupboard_open_or_close'],/m/0642b4
8826,426765,['Cupboard_open_or_close'],/m/0642b4
8827,403539,['Cupboard_open_or_close'],/m/0642b4
8828,195582,['Cupboard_open_or_close'],/m/0642b4
8829,84920,['Cupboard_open_or_close'],/m/0642b4
8830,327671,['Cupboard_open_or_close'],/m/0642b4
8831,350317,['Cupboard_open_or_close'],/m/0642b4
8832,84921,['Cupboard_open_or_close'],/m/0642b4
8833,172746,['Cupboard_open_or_close'],/m/0642b4
8834,426766,['Cupboard_open_or_close'],/m/0642b4
8835,350318,['Cupboard_open_or_close'],/m/0642b4
8836,191110,['Cupboard_open_or_close'],/m/0642b4
8837,52153,['Cupboard_open_or_close'],/m/0642b4
8838,368265,['Cupboard_open_or_close'],/m/0642b4
8839,133823,['Cupboard_open_or_close'],/m/0642b4
8840,43789,['Cupboard_open_or_close'],/m/0642b4
8841,994,['Cupboard_open_or_close'],/m/0642b4
8842,41864,['Cupboard_open_or_close'],/m/0642b4
8843,433586,['Cupboard_open_or_close'],/m/0642b4
8844,421033,['Cupboard_open_or_close'],/m/0642b4
8845,154373,['Cupboard_open_or_close'],/m/0642b4
8846,108471,['Cupboard_open_or_close'],/m/0642b4
8847,322859,['Cupboard_open_or_close'],/m/0642b4
8848,124431,['Cupboard_open_or_close'],/m/0642b4
8849,402141,['Cupboard_open_or_close'],/m/0642b4
8850,117643,['Cupboard_open_or_close'],/m/0642b4
8851,128011,"['Cricket', 'Camera']","/m/09xqv,/m/0dv5r"
8853,188768,"['Croak', 'Cricket']","/m/07st88b,/m/09xqv"
8854,78372,['Cricket'],/m/09xqv
8855,215174,"['Cricket', 'Frog']","/m/09xqv,/m/09ld4"
8857,363153,"['Cricket', 'Wild_animals']","/m/09xqv,/m/01280g"
8858,166258,"['Cricket', 'Crackle']","/m/09xqv,/m/07pzfmf"
8859,69439,['Cricket'],/m/09xqv
8860,39436,['Cricket'],/m/09xqv
8861,204052,['Cricket'],/m/09xqv
8862,352633,['Cricket'],/m/09xqv
8863,317445,['Cricket'],/m/09xqv
8864,250355,"['Cricket', 'Natural_sounds']","/m/09xqv,/m/059j3w"
8865,323628,"['Croak', 'Cricket']","/m/07st88b,/m/09xqv"
8866,400097,"['Cricket', 'Natural_sounds']","/m/09xqv,/m/059j3w"
8867,320061,"['Wind_noise_(microphone)', 'Cricket', 'Wild_animals']","/t/dd00092,/m/09xqv,/m/01280g"
8868,424871,['Cricket'],/m/09xqv
8869,242046,"['Cricket', 'Natural_sounds']","/m/09xqv,/m/059j3w"
8870,134742,"['Cricket', 'Frog']","/m/09xqv,/m/09ld4"
8871,403294,['Cricket'],/m/09xqv
8872,242045,"['Cricket', 'Natural_sounds']","/m/09xqv,/m/059j3w"
8873,366318,"['Cricket', 'Camera']","/m/09xqv,/m/0dv5r"
8874,352625,['Cricket'],/m/09xqv
8875,126949,['Cricket'],/m/09xqv
8876,202749,['Cricket'],/m/09xqv
8877,34521,['Cricket'],/m/09xqv
8878,414400,"['Croak', 'Cricket']","/m/07st88b,/m/09xqv"
8879,24095,['Cricket'],/m/09xqv
8880,339085,['Cricket'],/m/09xqv
8881,339086,['Cricket'],/m/09xqv
8882,362443,['Cricket'],/m/09xqv
8883,121556,"['Croak', 'Cricket']","/m/07st88b,/m/09xqv"
8884,201212,['Cricket'],/m/09xqv
8885,20351,"['Cricket', 'Frog']","/m/09xqv,/m/09ld4"
8886,2538,['Cricket'],/m/09xqv
8887,56234,"['Caw', 'Cricket']","/m/07r5c2p,/m/09xqv"
8888,106019,['Cricket'],/m/09xqv
8889,102968,['Cricket'],/m/09xqv
8890,49710,['Cricket'],/m/09xqv
8891,394658,['Cricket'],/m/09xqv
8892,337435,"['Cricket', 'Wild_animals']","/m/09xqv,/m/01280g"
8893,366818,['Cricket'],/m/09xqv
8894,365575,['Doorbell'],/m/03wwcy
8895,347400,['Doorbell'],/m/03wwcy
8896,69385,['Ding-dong'],/m/07r67yg
8897,69386,['Doorbell'],/m/03wwcy
8898,410384,['Ding-dong'],/m/07r67yg
8899,317330,['Ding-dong'],/m/07r67yg
8900,53268,['Doorbell'],/m/03wwcy
8901,119958,['Ding-dong'],/m/07r67yg
8902,106270,['Doorbell'],/m/03wwcy
8903,331680,['Ding-dong'],/m/07r67yg
8904,348322,['Ding-dong'],/m/07r67yg
8905,81065,['Doorbell'],/m/03wwcy
8906,131641,['Ding-dong'],/m/07r67yg
8907,131642,['Ding-dong'],/m/07r67yg
8908,131643,['Ding-dong'],/m/07r67yg
8909,168028,['Ding-dong'],/m/07r67yg
8910,168029,['Ding-dong'],/m/07r67yg
8911,426594,['Doorbell'],/m/03wwcy
8912,393333,['Ding-dong'],/m/07r67yg
8913,141709,['Strum'],/m/07s0s5r
8914,90798,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8915,85756,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8916,409129,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8917,184304,"['Bathtub_(filling_or_washing)', 'Gurgling']","/m/03dnzn,/m/07swgks"
8918,431395,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8919,330788,"['Bathtub_(filling_or_washing)', 'Gurgling']","/m/03dnzn,/m/07swgks"
8920,400346,['Bathtub_(filling_or_washing)'],/m/03dnzn
8921,234871,"['Bathtub_(filling_or_washing)', 'Gurgling']","/m/03dnzn,/m/07swgks"
8922,235624,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8923,345103,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8924,389989,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8925,35621,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8926,167118,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8927,340873,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8928,383204,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8929,400345,['Bathtub_(filling_or_washing)'],/m/03dnzn
8930,19874,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8931,369456,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8932,427125,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8933,218838,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8934,324773,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8935,85755,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8936,67320,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8937,106020,['Bathtub_(filling_or_washing)'],/m/03dnzn
8938,59237,"['Bathtub_(filling_or_washing)', 'Water_tap_and_faucet']","/m/03dnzn,/m/02jz0l"
8939,101823,"['Idling', 'Bus', 'Accelerating_and_revving_and_vroom']","/m/07pb8fc,/m/01bjv,/m/07q2z82"
8940,274908,"['Idling', 'Ship']","/m/07pb8fc,/m/06q74"
8941,391748,"['Idling', 'Motorcycle', 'Accelerating_and_revving_and_vroom']","/m/07pb8fc,/m/04_sv,/m/07q2z82"
8942,406110,['Idling'],/m/07pb8fc
8943,39852,"['Idling', 'Motorcycle']","/m/07pb8fc,/m/04_sv"
8944,388080,"['Idling', 'Engine_starting', 'Motorcycle', 'Accelerating_and_revving_and_vroom']","/m/07pb8fc,/t/dd00130,/m/04_sv,/m/07q2z82"
8945,9197,"['Idling', 'Motorcycle', 'Traffic_noise_and_roadway_noise', 'Accelerating_and_revving_and_vroom']","/m/07pb8fc,/m/04_sv,/m/0btp2,/m/07q2z82"
8946,49327,"['Idling', 'Engine_starting', 'Motorcycle', 'Accelerating_and_revving_and_vroom']","/m/07pb8fc,/t/dd00130,/m/04_sv,/m/07q2z82"
8947,153578,"['Idling', 'Engine_starting', 'Motorcycle', 'Accelerating_and_revving_and_vroom']","/m/07pb8fc,/t/dd00130,/m/04_sv,/m/07q2z82"
8948,39855,"['Idling', 'Engine_starting', 'Motorcycle']","/m/07pb8fc,/t/dd00130,/m/04_sv"
8949,202809,"['Idling', 'Engine_starting', 'Motorcycle', 'Accelerating_and_revving_and_vroom']","/m/07pb8fc,/t/dd00130,/m/04_sv,/m/07q2z82"
8950,22615,"['Idling', 'Motorcycle', 'Accelerating_and_revving_and_vroom']","/m/07pb8fc,/m/04_sv,/m/07q2z82"
8951,107228,"['Idling', 'Motorcycle', 'Accelerating_and_revving_and_vroom']","/m/07pb8fc,/m/04_sv,/m/07q2z82"
8952,119436,"['Idling', 'Engine_starting']","/m/07pb8fc,/t/dd00130"
8953,119455,"['Idling', 'Motorcycle']","/m/07pb8fc,/m/04_sv"
8954,419091,"['Idling', 'Motorcycle', 'Accelerating_and_revving_and_vroom']","/m/07pb8fc,/m/04_sv,/m/07q2z82"
8955,49326,"['Idling', 'Engine_starting', 'Motorcycle', 'Accelerating_and_revving_and_vroom']","/m/07pb8fc,/t/dd00130,/m/04_sv,/m/07q2z82"
8956,278189,"['Idling', 'Race_car_and_auto_racing']","/m/07pb8fc,/m/0ltv"
8957,211668,"['Idling', 'Engine_starting', 'Motorcycle', 'Accelerating_and_revving_and_vroom']","/m/07pb8fc,/t/dd00130,/m/04_sv,/m/07q2z82"
8958,274906,"['Idling', 'Boat_and_Water_vehicle']","/m/07pb8fc,/m/019jd"
8959,211667,"['Idling', 'Engine_starting', 'Motorcycle', 'Accelerating_and_revving_and_vroom']","/m/07pb8fc,/t/dd00130,/m/04_sv,/m/07q2z82"
8962,88478,['Cluck'],/m/07st89h
8965,232495,['Cluck'],/m/07st89h
8971,353252,['Cluck'],/m/07st89h
8973,197103,['Cluck'],/m/07st89h
8974,421746,['Cluck'],/m/07st89h
8975,98063,['Printer'],/m/01m4t
8976,378897,['Printer'],/m/01m4t
8977,153270,['Printer'],/m/01m4t
8978,377084,['Printer'],/m/01m4t
8979,325646,['Printer'],/m/01m4t
8980,205660,['Printer'],/m/01m4t
8981,209526,['Printer'],/m/01m4t
8982,256898,['Printer'],/m/01m4t
8983,365838,['Printer'],/m/01m4t
8984,365060,['Printer'],/m/01m4t
8985,212038,['Printer'],/m/01m4t
8986,204355,['Printer'],/m/01m4t
8987,153389,['Printer'],/m/01m4t
8988,320008,['Printer'],/m/01m4t
8989,335082,['Printer'],/m/01m4t
8990,210362,['Printer'],/m/01m4t
8991,388404,['Printer'],/m/01m4t
8992,114305,['Printer'],/m/01m4t
8993,152994,['Printer'],/m/01m4t
8994,377083,['Printer'],/m/01m4t
8995,118066,['Printer'],/m/01m4t
8996,41195,['Printer'],/m/01m4t
8997,16942,['Printer'],/m/01m4t
8998,17063,['Printer'],/m/01m4t
8999,232728,['Printer'],/m/01m4t
9000,25421,['Printer'],/m/01m4t
9001,185312,['Printer'],/m/01m4t
9002,185258,['Printer'],/m/01m4t
9003,382903,['Printer'],/m/01m4t
9004,31987,['Printer'],/m/01m4t
9005,119556,['Printer'],/m/01m4t
9006,17894,['Printer'],/m/01m4t
9007,330312,['Printer'],/m/01m4t
9008,119840,['Printer'],/m/01m4t
9009,412527,['Printer'],/m/01m4t
9010,161214,"['Wind_noise_(microphone)', 'Printer']","/t/dd00092,/m/01m4t"
9011,377081,['Printer'],/m/01m4t
9012,403564,['Printer'],/m/01m4t
9013,254973,['Printer'],/m/01m4t
9014,258148,['Printer'],/m/01m4t
9015,217181,['Printer'],/m/01m4t
9016,383879,['Printer'],/m/01m4t
9017,76744,['Printer'],/m/01m4t
9018,135009,['Printer'],/m/01m4t
9019,243659,['Printer'],/m/01m4t
9020,403217,['Printer'],/m/01m4t
9021,156637,"['Race_car_and_auto_racing', 'Accelerating_and_revving_and_vroom']","/m/0ltv,/m/07q2z82"
9022,77122,"['Race_car_and_auto_racing', 'Accelerating_and_revving_and_vroom']","/m/0ltv,/m/07q2z82"
9023,141532,"['Race_car_and_auto_racing', 'Engine_starting']","/m/0ltv,/t/dd00130"
9024,133895,['Buzz'],/m/07pjwq1
9025,73371,['Buzz'],/m/07pjwq1
9026,172335,['Buzz'],/m/07pjwq1
9027,398487,['Buzz'],/m/07pjwq1
9028,220028,"['Neigh_and_whinny', 'Clip-clop', 'Buzz']","/m/07q5rw0,/m/07rv9rh,/m/07pjwq1"
9029,113616,"['Buzz', 'Tools']","/m/07pjwq1,/m/07k1x"
9030,278985,['Buzz'],/m/07pjwq1
9031,366637,['Buzz'],/m/07pjwq1
9032,328398,['Buzz'],/m/07pjwq1
9033,37678,['Buzz'],/m/07pjwq1
9034,321868,['Buzz'],/m/07pjwq1
9035,194931,['Buzz'],/m/07pjwq1
9036,84441,['Buzz'],/m/07pjwq1
9037,235654,['Buzz'],/m/07pjwq1
9038,398486,['Buzz'],/m/07pjwq1
9039,194932,['Buzz'],/m/07pjwq1
9040,352075,['Buzz'],/m/07pjwq1
9041,143118,['Buzz'],/m/07pjwq1
9042,102562,['Buzz'],/m/07pjwq1
9043,22269,['Buzz'],/m/07pjwq1
9044,94920,['Buzz'],/m/07pjwq1
9045,243490,['Buzz'],/m/07pjwq1
9046,395593,['Buzz'],/m/07pjwq1
9047,387054,['Buzz'],/m/07pjwq1
9048,197177,['Buzz'],/m/07pjwq1
9049,409003,['Buzz'],/m/07pjwq1
9050,348204,['Buzz'],/m/07pjwq1
9051,250381,['Buzz'],/m/07pjwq1
9052,421726,['Buzz'],/m/07pjwq1
9053,54277,['Telephone_bell_ringing'],/m/07pp8cl
9054,1032,['Telephone_bell_ringing'],/m/07pp8cl
9055,186393,['Dial_tone'],/m/015jpf
9056,76828,['Telephone'],/m/07cx4
9057,119849,"['Dial_tone', 'Telephone_dialing_and_DTMF']","/m/015jpf,/m/02c8p"
9058,220716,['Telephone_dialing_and_DTMF'],/m/02c8p
9059,71222,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9060,52287,"['Cellphone_buzz_and_vibrating_alert', 'Telephone_bell_ringing']","/m/01sb50,/m/07pp8cl"
9061,64085,['Telephone_dialing_and_DTMF'],/m/02c8p
9062,64091,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9063,85088,['Telephone_bell_ringing'],/m/07pp8cl
9064,198241,['Telephone_dialing_and_DTMF'],/m/02c8p
9065,245860,['Telephone_dialing_and_DTMF'],/m/02c8p
9066,403565,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9067,26228,['Telephone_dialing_and_DTMF'],/m/02c8p
9068,184441,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9069,129657,['Telephone'],/m/07cx4
9070,154770,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9071,344221,['Telephone_dialing_and_DTMF'],/m/02c8p
9072,171679,['Telephone_dialing_and_DTMF'],/m/02c8p
9073,339105,['Telephone_dialing_and_DTMF'],/m/02c8p
9074,339106,['Telephone_dialing_and_DTMF'],/m/02c8p
9075,81061,['Telephone_bell_ringing'],/m/07pp8cl
9076,81062,['Telephone_bell_ringing'],/m/07pp8cl
9077,81063,['Telephone_bell_ringing'],/m/07pp8cl
9078,219308,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9079,180913,['Dial_tone'],/m/015jpf
9080,391870,['Telephone_bell_ringing'],/m/07pp8cl
9081,164031,['Telephone'],/m/07cx4
9082,164032,['Telephone'],/m/07cx4
9083,164033,['Telephone'],/m/07cx4
9084,423103,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9085,164036,['Telephone_bell_ringing'],/m/07pp8cl
9086,245445,['Telephone_bell_ringing'],/m/07pp8cl
9087,345805,['Telephone_bell_ringing'],/m/07pp8cl
9088,261838,['Telephone_dialing_and_DTMF'],/m/02c8p
9089,187600,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9090,345808,['Telephone_bell_ringing'],/m/07pp8cl
9091,120530,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9092,345810,['Telephone_bell_ringing'],/m/07pp8cl
9093,345812,['Telephone_bell_ringing'],/m/07pp8cl
9094,406231,['Telephone'],/m/07cx4
9095,403674,['Telephone_dialing_and_DTMF'],/m/02c8p
9096,406235,['Telephone_bell_ringing'],/m/07pp8cl
9097,406244,['Telephone'],/m/07cx4
9098,154387,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9099,42262,"['Dial_tone', 'Telephone_dialing_and_DTMF']","/m/015jpf,/m/02c8p"
9100,118040,['Telephone_dialing_and_DTMF'],/m/02c8p
9101,189727,['Telephone'],/m/07cx4
9102,381728,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9103,383779,['Telephone'],/m/07cx4
9104,397097,['Dial_tone'],/m/015jpf
9105,118080,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9106,77133,['Telephone_dialing_and_DTMF'],/m/02c8p
9107,60755,['Dial_tone'],/m/015jpf
9108,367447,['Telephone_bell_ringing'],/m/07pp8cl
9109,383832,"['Dial_tone', 'Telephone_dialing_and_DTMF']","/m/015jpf,/m/02c8p"
9110,118107,['Telephone_bell_ringing'],/m/07pp8cl
9111,75104,['Telephone'],/m/07cx4
9112,341870,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9113,391557,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9114,117642,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9115,204186,['Telephone_bell_ringing'],/m/07pp8cl
9116,13727,['Telephone'],/m/07cx4
9117,85439,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9118,248256,['Dial_tone'],/m/015jpf
9119,84930,['Cellphone_buzz_and_vibrating_alert'],/m/01sb50
9120,118229,['Telephone'],/m/07cx4
9121,170455,['Telephone_dialing_and_DTMF'],/m/02c8p
9122,17895,['Dial_tone'],/m/015jpf
9123,418534,['Bicycle'],/m/0199g
9124,188035,['Bicycle'],/m/0199g
9125,327665,"['Wind_noise_(microphone)', 'Bicycle']","/t/dd00092,/m/0199g"
9126,430814,['Finger_snapping'],/m/025_jnm
9127,140055,['Finger_snapping'],/m/025_jnm
9128,392115,['Finger_snapping'],/m/025_jnm
9129,315839,['Finger_snapping'],/m/025_jnm
9130,161326,['Finger_snapping'],/m/025_jnm
9131,348509,['Finger_snapping'],/m/025_jnm
9132,387082,['Finger_snapping'],/m/025_jnm
9133,409102,['Finger_snapping'],/m/025_jnm
9134,425790,['Finger_snapping'],/m/025_jnm
9135,327433,['Finger_snapping'],/m/025_jnm
9136,189567,['Finger_snapping'],/m/025_jnm
9137,327917,['Finger_snapping'],/m/025_jnm
9138,390473,['Finger_snapping'],/m/025_jnm
9139,368784,['Finger_snapping'],/m/025_jnm
9140,256569,['Finger_snapping'],/m/025_jnm
9141,161268,['Finger_snapping'],/m/025_jnm
9142,219289,['Finger_snapping'],/m/025_jnm
9143,386717,['Finger_snapping'],/m/025_jnm
9144,272114,['Finger_snapping'],/m/025_jnm
9145,417515,['Finger_snapping'],/m/025_jnm
9146,117648,['Finger_snapping'],/m/025_jnm
9147,235675,['Finger_snapping'],/m/025_jnm
9148,262605,['Finger_snapping'],/m/025_jnm
9149,387833,['Finger_snapping'],/m/025_jnm
9150,386718,['Finger_snapping'],/m/025_jnm
9151,425043,['Finger_snapping'],/m/025_jnm
9152,148092,['Finger_snapping'],/m/025_jnm
9153,408746,['Finger_snapping'],/m/025_jnm
9154,265290,['Finger_snapping'],/m/025_jnm
9155,342409,['Finger_snapping'],/m/025_jnm
9156,414358,['Finger_snapping'],/m/025_jnm
9157,169788,['Finger_snapping'],/m/025_jnm
9158,406995,['Finger_snapping'],/m/025_jnm
9159,241879,['Finger_snapping'],/m/025_jnm
9160,366149,['Finger_snapping'],/m/025_jnm
9161,117117,['Finger_snapping'],/m/025_jnm
9162,155799,['Finger_snapping'],/m/025_jnm
9163,408838,['Finger_snapping'],/m/025_jnm
9164,332603,['Finger_snapping'],/m/025_jnm
9165,425680,['Finger_snapping'],/m/025_jnm
9166,116796,['Finger_snapping'],/m/025_jnm
9167,369549,['Finger_snapping'],/m/025_jnm
9168,369598,['Finger_snapping'],/m/025_jnm
9169,388772,['Finger_snapping'],/m/025_jnm
9170,408380,['Finger_snapping'],/m/025_jnm
9171,272174,['Finger_snapping'],/m/025_jnm
9172,370814,['Finger_snapping'],/m/025_jnm
9173,216660,['Finger_snapping'],/m/025_jnm
9174,52224,['Finger_snapping'],/m/025_jnm
9175,33835,['Finger_snapping'],/m/025_jnm
9176,414357,['Finger_snapping'],/m/025_jnm
9177,16451,['Finger_snapping'],/m/025_jnm
9178,416960,['Finger_snapping'],/m/025_jnm
9179,404387,['Finger_snapping'],/m/025_jnm
9180,335026,['Finger_snapping'],/m/025_jnm
9181,23447,['Finger_snapping'],/m/025_jnm
9182,275103,['Finger_snapping'],/m/025_jnm
9183,264449,"['Wind_noise_(microphone)', 'Caw']","/t/dd00092,/m/07r5c2p"
9184,110337,['Caw'],/m/07r5c2p
9186,348192,['Caw'],/m/07r5c2p
9187,253752,['Caw'],/m/07r5c2p
9188,210788,['Toilet_flush'],/m/01jt3m
9189,84943,"['Toilet_flush', 'Gurgling']","/m/01jt3m,/m/07swgks"
9190,185046,['Toilet_flush'],/m/01jt3m
9191,388791,['Toilet_flush'],/m/01jt3m
9192,108677,['Toilet_flush'],/m/01jt3m
9193,209537,['Toilet_flush'],/m/01jt3m
9194,69145,['Toilet_flush'],/m/01jt3m
9195,272387,['Toilet_flush'],/m/01jt3m
9196,30838,['Toilet_flush'],/m/01jt3m
9197,31542,"['Toilet_flush', 'Gurgling']","/m/01jt3m,/m/07swgks"
9198,268132,['Toilet_flush'],/m/01jt3m
9199,420010,['Toilet_flush'],/m/01jt3m
9200,48430,"['Toilet_flush', 'Gurgling']","/m/01jt3m,/m/07swgks"
9201,253759,['Toilet_flush'],/m/01jt3m
9202,152958,['Toilet_flush'],/m/01jt3m
9203,257438,['Toilet_flush'],/m/01jt3m
9204,117131,"['Toilet_flush', 'Gurgling']","/m/01jt3m,/m/07swgks"
9205,100839,['Toilet_flush'],/m/01jt3m
9206,167193,['Toilet_flush'],/m/01jt3m
9207,365059,['Toilet_flush'],/m/01jt3m
9208,233454,['Toilet_flush'],/m/01jt3m
